Year,State FIPS,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
2004,12,FL,Florida,"2,074,997","1,955,732","2,194,262",11.9,11.2,12.6,"699,280","638,967","759,593",17.3,15.8,18.8,"447,172","394,902","499,442",15.6,13.8,17.4,"40,900","39,691","42,109","221,598","192,720","250,475",20.1,17.5,22.7
2004,13,GA,Georgia,"1,217,686","1,135,221","1,300,151",13.7,12.8,14.7,"457,793","416,464","499,122",19.4,17.7,21.2,"296,706","261,126","332,286",18.1,15.9,20.2,"42,679","41,216","44,141","148,061","127,354","168,769",21.5,18.5,24.5
2004,15,HI,Hawaii,"112,437","101,112","123,762",9,8.1,9.9,"32,217","26,712","37,722",10.8,9,12.7,"19,121","14,739","23,503",9.3,7.2,11.5,"51,359","48,942","53,776","11,386","8,229","14,544",12.8,9.3,16.4
2004,16,ID,Idaho,"160,788","147,244","174,332",11.5,10.5,12.4,"56,562","49,918","63,206",15.1,13.4,16.9,"33,487","27,656","39,318",12.8,10.5,15,"40,509","38,855","42,163","20,202","16,937","23,468",19.1,16,22.2
2004,17,IL,Illinois,"1,486,115","1,395,834","1,576,396",11.9,11.1,12.6,"539,394","488,300","590,487",16.7,15.1,18.3,"369,244","321,539","416,949",15.9,13.8,18,"47,711","46,301","49,121","157,174","135,866","178,482",17.7,15.3,20.1
2004,18,IN,Indiana,"683,371","632,133","734,609",11.1,10.3,11.9,"250,998","224,853","277,143",15.7,14.1,17.4,"155,506","132,326","178,686",13.6,11.6,15.7,"43,217","41,838","44,595","84,784","72,772","96,795",19.8,17,22.6
2004,19,IA,Iowa,"304,598","280,304","328,892",10.5,9.6,11.3,"87,899","77,890","97,909",13.1,11.6,14.6,"53,683","44,868","62,498",11.1,9.3,13,"42,865","41,330","44,400","29,236","24,684","33,787",16.3,13.8,18.8
2004,20,KS,Kansas,"297,733","275,110","320,357",11.1,10.2,11.9,"98,641","88,073","109,208",14.6,13.1,16.2,"59,392","50,141","68,643",12.5,10.5,14.4,"41,664","40,198","43,130","35,005","30,008","40,003",18.7,16,21.4
2004,21,KY,Kentucky,"668,241","628,668","707,813",16.3,15.4,17.3,"217,368","199,753","234,984",22.2,20.4,24,"135,287","119,854","150,720",19.5,17.3,21.8,"37,046","35,554","38,537","70,382","62,092","78,671",26.2,23.1,29.3
2004,22,LA,Louisiana,"849,180","798,279","900,080",19.2,18.1,20.4,"314,522","286,962","342,083",27.4,25,29.8,"201,957","177,395","226,519",24.8,21.8,27.8,"35,216","33,644","36,788","101,976","90,157","113,796",31.8,28.1,35.5
2004,23,ME,Maine,"148,802","137,460","160,144",11.5,10.6,12.3,"39,342","34,339","44,345",14.3,12.5,16.2,"23,769","19,250","28,288",11.8,9.6,14.1,"41,287","39,906","42,668","12,266","10,180","14,352",18.4,15.2,21.5
2004,24,MD,Maryland,"506,265","461,092","551,439",9.2,8.4,10,"156,087","133,720","178,454",11.1,9.5,12.7,"107,072","87,769","126,375",10.6,8.7,12.6,"57,019","55,219","58,819","42,256","31,682","52,831",11.1,8.3,13.9
2004,25,MA,Massachusetts,"622,581","568,682","676,480",9.9,9,10.8,"187,216","160,429","214,004",12.8,11,14.7,"121,129","96,178","146,080",11.7,9.3,14.1,"53,657","51,982","55,332","55,182","44,420","65,944",13.9,11.2,16.7
2004,26,MI,Michigan,"1,241,783","1,165,312","1,318,253",12.5,11.7,13.3,"433,845","394,789","472,900",17.3,15.7,18.8,"276,639","243,469","309,809",15,13.2,16.8,"44,409","42,895","45,924","138,389","118,230","158,547",21.6,18.4,24.7
2004,27,MN,Minnesota,"408,794","366,849","450,739",8.1,7.3,8.9,"130,284","111,786","148,782",10.6,9.1,12.1,"82,727","66,566","98,888",9.4,7.6,11.2,"51,202","49,270","53,133","39,377","30,709","48,045",11.8,9.2,14.4
2004,28,MS,Mississippi,"549,224","517,558","580,889",19.3,18.2,20.4,"212,865","195,829","229,900",28.6,26.3,30.9,"142,059","126,881","157,237",27.1,24.2,30,"34,278","32,660","35,896","64,627","56,924","72,330",30.8,27.1,34.5
2004,29,MO,Missouri,"735,642","682,855","788,428",13,12,13.9,"253,884","229,252","278,516",18.5,16.7,20.3,"158,877","137,721","180,033",16.3,14.1,18.5,"40,885","39,423","42,347","81,672","69,738","93,606",21.9,18.7,25.1
2004,30,MT,Montana,"125,081","115,536","134,626",13.6,12.6,14.7,"37,636","33,630","41,642",18.5,16.5,20.5,"22,842","19,299","26,385",15.6,13.1,18,"35,574","34,067","37,082","12,501","10,649","14,352",23.7,20.2,27.2
2004,31,NE,Nebraska,"172,162","157,447","186,877",10,9.1,10.8,"55,000","47,690","62,310",12.8,11.1,14.5,"32,859","26,715","39,003",10.9,8.8,12.9,"42,166","40,626","43,706","19,555","16,245","22,865",15.9,13.2,18.6
2004,32,NV,Nevada,"264,673","243,959","285,388",11.1,10.2,12,"94,470","83,736","105,203",15.3,13.5,17,"60,862","51,734","69,990",13.9,11.8,16,"47,231","45,736","48,725","29,470","23,873","35,067",17.1,13.8,20.3
2004,33,NH,New Hampshire,"85,093","73,710","96,475",6.6,5.7,7.5,"26,642","21,846","31,438",8.8,7.2,10.4,"17,353","13,167","21,539",7.7,5.8,9.5,"53,377","51,619","55,135","7,451","5,435","9,468",10.3,7.5,13
2004,34,NJ,New Jersey,"717,238","653,722","780,754",8.4,7.6,9.1,"220,389","187,359","253,420",10.2,8.7,11.7,"148,348","118,936","177,760",9.5,7.6,11.4,"57,338","55,557","59,119","62,877","47,771","77,983",10.9,8.3,13.5
2004,35,NM,New Mexico,"316,088","296,900","335,276",16.7,15.6,17.7,"116,631","106,968","126,293",23.8,21.8,25.8,"75,513","67,028","83,998",21.5,19.1,23.9,"37,838","36,237","39,439","37,307","32,876","41,738",27.8,24.5,31.2
2004,36,NY,New York,"2,741,524","2,609,880","2,873,169",14.5,13.8,15.2,"940,974","877,120","1,004,828",20.8,19.4,22.2,"638,113","581,150","695,076",19.6,17.9,21.4,"45,343","44,132","46,553","278,837","249,561","308,113",22.6,20.2,25
2004,37,NC,North Carolina,"1,173,969","1,104,005","1,243,933",13.8,13,14.7,"398,952","364,990","432,914",18.7,17.1,20.3,"252,410","222,618","282,202",16.9,14.9,18.9,"40,863","39,525","42,200","129,068","113,579","144,556",21.5,18.9,24.1
2004,38,ND,North Dakota,"67,625","61,583","73,667",10.8,9.9,11.8,"18,514","16,117","20,910",13.5,11.8,15.3,"10,712","8,639","12,785",11,8.9,13.1,"39,233","37,767","40,699","6,589","5,413","7,764",18,14.8,21.2
2004,39,OH,Ohio,"1,313,682","1,229,892","1,397,472",11.7,10.9,12.4,"463,954","422,900","505,009",16.8,15.3,18.3,"288,329","253,096","323,562",14.5,12.7,16.3,"43,371","42,128","44,614","157,817","137,288","178,345",21.7,18.8,24.5
2004,40,OK,Oklahoma,"484,620","447,904","521,335",14,13,15.1,"171,495","154,469","188,521",20.2,18.2,22.2,"103,472","88,903","118,041",17.4,14.9,19.8,"37,109","35,507","38,711","59,808","50,946","68,671",24.8,21.1,28.5
2004,41,OR,Oregon,"462,212","428,808","495,616",12.9,12,13.8,"146,476","130,225","162,726",17.3,15.4,19.3,"88,798","74,114","103,482",14.6,12.2,17.1,"42,568","41,122","44,014","48,084","41,254","54,914",21.5,18.5,24.6
2004,42,PA,Pennsylvania,"1,361,724","1,278,706","1,444,741",11.2,10.5,11.9,"446,151","405,686","486,616",16,14.5,17.4,"289,566","254,175","324,957",14.2,12.5,16,"43,714","42,422","45,006","133,492","115,305","151,680",18.7,16.2,21.3
2004,44,RI,Rhode Island,"122,520","113,606","131,433",11.6,10.8,12.5,"42,764","38,439","47,089",17.4,15.7,19.2,"28,943","25,073","32,813",16.3,14.1,18.4,"47,037","45,552","48,522","12,388","10,454","14,323",19.4,16.4,22.4
2004,45,SC,South Carolina,"622,083","584,103","660,063",15,14,15.9,"217,509","199,735","235,282",21.2,19.5,23,"143,249","127,507","158,991",19.5,17.3,21.6,"39,454","37,954","40,954","66,806","58,498","75,115",24,21,27
2004,46,SD,South Dakota,"97,653","90,368","104,937",12.9,12,13.9,"33,239","29,627","36,851",17.9,16,19.8,"20,000","16,942","23,058",15.2,12.9,17.6,"39,265","37,753","40,777","11,401","9,590","13,212",22.2,18.6,25.7
2004,47,TN,Tennessee,"876,763","816,545","936,981",15,14,16,"278,719","252,514","304,924",20.1,18.2,22,"170,654","148,026","193,282",17.4,15.1,19.7,"38,945","37,537","40,353","94,947","82,219","107,676",25,21.6,28.3
2004,48,TX,Texas,"3,610,126","3,452,158","3,768,094",16.2,15.4,16.9,"1,431,931","1,344,230","1,519,633",22.7,21.3,24,"909,592","834,381","984,803",20.7,19,22.4,"41,645","40,478","42,811","479,781","435,524","524,038",25.8,23.4,28.1
2004,49,UT,Utah,"251,092","228,851","273,333",10.3,9.4,11.2,"92,251","80,208","104,294",12.4,10.8,14.1,"52,513","42,720","62,306",10.5,8.6,12.5,"47,224","45,561","48,887","36,112","29,252","42,973",15.4,12.5,18.3
2004,50,VT,Vermont,"53,305","47,983","58,627",8.7,7.8,9.5,"13,972","11,808","16,136",10.6,8.9,12.2,"8,424","6,515","10,333",8.5,6.5,10.4,"44,548","42,988","46,108","4,492","3,562","5,421",14.3,11.3,17.2
2004,51,VA,Virginia,"705,037","647,429","762,645",9.5,8.8,10.3,"221,675","193,883","249,466",12.2,10.7,13.7,"143,376","119,245","167,507",11.1,9.3,13,"51,103","49,587","52,620","70,549","57,598","83,501",13.9,11.3,16.4
2004,53,WA,Washington,"715,271","662,913","767,630",11.6,10.7,12.4,"234,605","211,573","257,637",15.8,14.3,17.4,"144,330","123,996","164,664",13.5,11.6,15.4,"48,438","46,883","49,993","73,538","62,976","84,099",18.9,16.2,21.6
2004,54,WV,West Virginia,"288,835","269,420","308,250",16.2,15.1,17.3,"86,224","78,526","93,922",22.6,20.6,24.6,"55,490","48,748","62,232",20.1,17.7,22.6,"33,993","32,485","35,500","27,407","24,006","30,808",27,23.6,30.3
2004,55,WI,Wisconsin,"590,365","541,846","638,884",10.9,10,11.8,"192,154","167,546","216,762",14.9,13,16.8,"126,498","104,582","148,414",13.6,11.3,16,"46,142","44,680","47,603","56,242","46,789","65,696",16.7,13.9,19.5
2004,56,WY,Wyoming,"51,301","46,733","55,869",10.3,9.4,11.2,"15,492","13,446","17,537",13.7,11.9,15.5,"8,695","6,959","10,431",10.7,8.6,12.9,"43,785","42,247","45,323","5,553","4,529","6,577",18.4,15,21.8
