Year,State FIPS,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
2008,40,OK,Oklahoma,554237,541886,566588,15.7,15.4,16.1,195823,188654,202992,22,21.2,22.8,122869,116598,129140,19.7,18.7,20.8,42836,42146,43526,67230,63739,70720,25.9,24.5,27.2
2008,41,OR,Oregon,501475,489177,513773,13.5,13.2,13.8,151964,144487,159442,17.8,16.9,18.7,95675,89110,102240,15.7,14.7,16.8,50165,49652,50679,50517,46912,54122,21.1,19.6,22.6
2008,42,PA,Pennsylvania,1454240,1432018,1476462,12.1,11.9,12.3,451648,440240,463057,16.6,16.2,17.1,299390,289470,309310,15.1,14.6,15.6,50702,50443,50960,141316,135881,146751,19.5,18.8,20.3
2008,44,RI,Rhode Island,122173,116966,127379,12.1,11.5,12.6,37117,34862,39372,16.5,15.5,17.5,24456,22426,26486,14.8,13.6,16.1,54562,53031,56093,11842,10793,12892,19.9,18.2,21.7
2008,45,SC,South Carolina,680134,665139,695128,15.7,15.3,16,228277,220638,235916,21.7,21,22.4,147183,140364,154002,19.6,18.7,20.6,44695,44077,45313,77739,74020,81458,26.1,24.9,27.4
2008,46,SD,South Dakota,98248,94246,102250,12.7,12.2,13.2,34192,32034,36349,17.6,16.5,18.7,20967,19136,22798,15.6,14.2,16.9,46244,45165,47324,12155,11098,13212,21.1,19.3,23
2008,47,TN,Tennessee,939056,920356,957756,15.5,15.2,15.8,316163,305712,326614,21.8,21,22.5,201837,192706,210968,19.5,18.6,20.3,43610,43190,44029,108079,103087,113071,26.4,25.2,27.6
2008,48,TX,Texas,3755944,3716952,3794935,15.8,15.7,16,1492668,1467202,1518134,22.5,22.1,22.8,952483,931480,973486,20.6,20.1,21.1,50049,49829,50268,517020,502475,531566,25.9,25.2,26.6
2008,49,UT,Utah,261556,252338,270773,9.7,9.4,10,91706,86059,97354,10.9,10.2,11.6,55278,50794,59762,9.7,8.9,10.5,56820,56133,57507,32649,29594,35703,12.3,11.1,13.4
2008,50,VT,Vermont,62505,59436,65573,10.4,9.9,10.9,16183,14773,17593,12.8,11.7,13.9,9891,8624,11158,10.6,9.3,12,52111,51188,53033,5166,4551,5782,16.2,14.3,18.1
2008,51,VA,Virginia,766852,748642,785062,10.2,10,10.4,244210,234292,254127,13.6,13,14.1,155347,146721,163973,12.2,11.5,12.8,61210,60781,61639,82045,77273,86816,16,15.1,16.9
2008,53,WA,Washington,727156,711815,742496,11.3,11.1,11.6,217241,207951,226531,14.3,13.7,14.9,135129,127043,143215,12.5,11.8,13.3,58081,57517,58645,73053,68462,77643,17.2,16.1,18.3
2008,54,WV,West Virginia,308064,299504,316624,17.4,16.9,17.9,90634,86629,94639,23.9,22.9,25,56158,52577,59739,20.6,19.3,21.9,37528,36557,38500,32002,30174,33830,31.1,29.3,32.8
2008,55,WI,Wisconsin,573574,560496,586652,10.5,10.2,10.7,176391,168825,183957,13.6,13,14.2,110540,103921,117159,11.9,11.2,12.6,52103,51749,52457,59465,56027,62903,16.7,15.7,17.6
2008,56,WY,Wyoming,49465,46763,52168,9.5,9,10.1,15079,13667,16492,11.9,10.8,13,8604,7380,9828,9.8,8.4,11.2,54735,53061,56410,5657,4938,6376,15,13.1,16.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Source: U.S. Census Bureau, Small Area Estimates Branch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Internet Release date: November 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
