Year,State FIPS,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
2007,12,FL,Florida,2167111,2137570,2196653,12.1,12,12.3,685647,667311,703982,17.3,16.8,17.7,437055,420567,453543,15.5,14.9,16.1,47804,47468,48140,225870,216943,234797,20.1,19.3,20.9
2007,13,GA,Georgia,1329161,1307166,1351156,14.3,14.1,14.6,494787,481029,508545,19.8,19.3,20.4,318255,306665,329845,18.1,17.4,18.7,49080,48606,49553,167468,160211,174724,23.2,22.2,24.2
2007,15,HI,Hawaii,106232,101569,110894,8.5,8.1,8.8,30618,27922,33315,10.8,9.9,11.8,18364,16106,20622,9.4,8.2,10.5,62613,61100,64125,10932,9494,12371,12.8,11.1,14.5
2007,16,ID,Idaho,177830,172138,183522,12.1,11.8,12.5,63568,60029,67106,15.9,15,16.8,39046,35892,42200,13.9,12.7,15,46136,45434,46838,22306,20643,23969,19.1,17.7,20.6
2007,17,IL,Illinois,1496152,1472155,1520149,11.9,11.7,12.1,524318,508387,540250,16.6,16.1,17.1,348638,334986,362290,15.4,14.8,16,54141,53778,54504,161574,153677,169472,18.4,17.5,19.3
2007,18,IN,Indiana,755245,740873,769617,12.3,12.1,12.5,265192,256302,274081,17.1,16.5,17.7,166365,158735,173995,15,14.3,15.6,47422,47052,47793,89290,84777,93803,20.9,19.8,21.9
2007,19,IA,Iowa,316303,307371,325234,11,10.7,11.3,95200,90288,100111,13.7,13,14.4,58426,54149,62703,11.7,10.8,12.5,47324,46771,47877,32798,30381,35214,17.2,15.9,18.4
2007,20,KS,Kansas,301826,293408,310244,11.2,10.9,11.5,100242,95557,104928,14.7,14,15.4,61149,57092,65206,12.6,11.8,13.5,47341,46733,47949,34510,32157,36863,17.9,16.7,19.1
2007,21,KY,Kentucky,706947,692722,721172,17.2,16.8,17.5,231398,224230,238566,23.6,22.8,24.3,149095,142855,155335,21.2,20.4,22.1,40299,39795,40802,75890,72409,79370,27.8,26.6,29.1
2007,22,LA,Louisiana,783922,769975,797869,18.8,18.5,19.1,285425,277763,293087,26.9,26.2,27.6,191094,184261,197927,25.1,24.2,26,40866,40421,41311,89242,85683,92801,30.4,29.2,31.7
2007,23,ME,Maine,155764,150437,161090,12.2,11.7,12.6,43052,40548,45557,15.7,14.8,16.6,27487,25204,29770,13.6,12.5,14.7,45832,45167,46497,13490,12387,14593,19.4,17.9,21
2007,24,MD,Maryland,455601,441610,469591,8.3,8.1,8.6,141532,133252,149811,10.6,10,11.2,92601,85130,100072,9.7,8.9,10.5,67989,67294,68685,41508,37828,45189,11.2,10.2,12.2
2007,25,MA,Massachusetts,621561,606446,636676,10,9.7,10.2,183117,175245,190988,13,12.4,13.5,126588,119501,133675,12.2,11.6,12.9,62383,61890,62876,50279,46572,53986,13.6,12.6,14.6
2007,26,MI,Michigan,1370287,1349825,1390748,13.9,13.7,14.1,463738,451338,476137,19.3,18.8,19.8,308714,297411,320017,17.4,16.8,18.1,47931,47552,48309,141150,135938,146361,22.7,21.9,23.6
2007,27,MN,Minnesota,481330,470433,492227,9.5,9.3,9.7,148294,141834,154753,11.9,11.4,12.5,92798,87269,98327,10.5,9.8,11.1,55664,55084,56243,49414,45996,52831,14.2,13.2,15.2
2007,28,MS,Mississippi,583360,571828,594892,20.7,20.3,21.1,221496,214828,228165,29.4,28.5,30.3,144806,138895,150717,27.2,26,28.3,36424,35775,37073,72506,69396,75616,33.7,32.3,35.2
2007,29,MO,Missouri,758844,743611,774078,13.3,13,13.6,257404,248238,266570,18.4,17.8,19.1,160841,152934,168748,16,15.2,16.8,45012,44536,45487,88796,84149,93444,23.1,21.9,24.3
2007,30,MT,Montana,131433,126905,135961,14.1,13.6,14.6,40834,38728,42940,18.9,18,19.9,25988,24073,27903,16.7,15.5,17.9,43000,42078,43921,13336,12452,14221,23,21.5,24.5
2007,31,NE,Nebraska,190463,184545,196380,11.1,10.7,11.4,64102,60786,67417,14.7,13.9,15.5,39327,36475,42179,12.9,11.9,13.8,47072,46425,47720,22263,20642,23884,17.5,16.2,18.7
2007,32,NV,Nevada,267829,258054,277605,10.6,10.2,11,96510,90904,102116,14.9,14,15.8,62021,56950,67092,13.7,12.6,14.8,54996,54155,55838,30422,27853,32992,15.9,14.6,17.3
2007,33,NH,New Hampshire,93005,88205,97805,7.3,6.9,7.7,26813,24220,29405,9.2,8.3,10.1,17188,14866,19510,7.9,6.9,9,62048,61056,63040,8019,6987,9050,10.9,9.5,12.3
2007,34,NJ,New Jersey,725723,708973,742473,8.5,8.3,8.7,233126,222895,243357,11.4,10.9,11.9,154235,145332,163138,10.4,9.8,11,67142,66589,67694,71943,66822,77064,13.1,12.2,14.1
2007,35,NM,New Mexico,344060,335083,353036,17.9,17.4,18.3,123571,118875,128268,25.2,24.3,26.2,78583,74412,82754,22.8,21.6,24,41509,40869,42148,42245,40040,44450,29.7,28.2,31.3
2007,36,NY,New York,2584756,2554092,2615420,13.8,13.6,13.9,852172,834709,869635,19.6,19.2,20,576131,561052,591210,18.3,17.8,18.8,53448,53103,53792,256117,246960,265275,21.7,21,22.5
2007,37,NC,North Carolina,1256867,1236383,1277350,14.3,14.1,14.5,427221,415585,438857,19.5,19,20.1,275164,265262,285066,17.8,17.2,18.4,44772,44349,45194,141506,135216,147795,22.6,21.6,23.6
2007,38,ND,North Dakota,72242,69158,75326,11.8,11.3,12.3,19683,18282,21083,14,13,15,11671,10440,12902,11.7,10.4,12.9,43936,42915,44958,7148,6501,7794,18.1,16.5,19.7
2007,39,OH,Ohio,1458625,1436688,1480562,13.1,12.9,13.3,497554,483970,511139,18.4,17.9,18.9,323397,311542,335252,16.5,15.9,17.1,46645,46344,46946,160400,153594,167206,22.2,21.3,23.1
2007,40,OK,Oklahoma,552915,541951,563878,15.8,15.5,16.1,196160,190054,202266,22.2,21.5,22.9,121880,116672,127088,19.6,18.8,20.5,41551,41164,41938,69276,65953,72599,27.1,25.8,28.4
2007,41,OR,Oregon,476647,464245,489050,13,12.6,13.3,145422,138816,152029,17.2,16.4,18,91925,85932,97918,15.2,14.2,16.2,48735,48095,49375,46769,43859,49679,20.3,19,21.5
2007,42,PA,Pennsylvania,1392872,1368825,1416919,11.6,11.4,11.8,444089,431354,456824,16.2,15.8,16.7,293616,282321,304911,14.6,14.1,15.2,48562,48268,48855,137118,131361,142876,19.1,18.3,19.9
2007,44,RI,Rhode Island,121172,116308,126036,11.9,11.4,12.4,38799,36367,41231,16.9,15.8,17.9,25763,23501,28025,15.3,13.9,16.6,52755,51632,53878,12230,11260,13199,20.2,18.6,21.8
2007,45,SC,South Carolina,646061,632094,660028,15.1,14.8,15.5,220854,213698,228011,21.1,20.4,21.8,142963,136735,149191,19.1,18.3,20,43508,42901,44114,73261,69667,76855,25,23.8,26.2
2007,46,SD,South Dakota,101420,97995,104844,13.2,12.8,13.6,33999,32005,35992,17.5,16.5,18.6,20625,18894,22356,15,13.8,16.3,43507,42662,44353,12291,11376,13206,22,20.4,23.7
2007,47,TN,Tennessee,945263,926595,963932,15.8,15.5,16.1,324562,313938,335185,22.5,21.8,23.2,206308,196971,215645,20,19,20.9,42389,42049,42728,109594,104496,114693,27.4,26.1,28.7
2007,48,TX,Texas,3787071,3749400,3824743,16.3,16.1,16.4,1508771,1484382,1533160,23.1,22.8,23.5,960471,940430,980512,21.2,20.8,21.6,47563,47259,47867,520753,506961,534545,26.6,25.9,27.3
2007,49,UT,Utah,254385,245759,263012,9.8,9.4,10.1,91064,85787,96340,11.3,10.6,12,55841,51225,60457,10.2,9.3,11,55220,54512,55928,32345,29700,34990,12.8,11.8,13.9
2007,50,VT,Vermont,60609,57673,63546,10.1,9.6,10.6,15894,14572,17217,12.4,11.3,13.4,9809,8594,11024,10.3,9,11.5,49698,48697,50698,5049,4543,5555,15.8,14.3,17.4
2007,51,VA,Virginia,739135,722438,755831,9.9,9.7,10.1,232569,222602,242535,12.9,12.4,13.5,152581,143553,161609,11.9,11.2,12.6,59575,59012,60138,72654,68559,76748,14.3,13.5,15.1
2007,53,WA,Washington,722589,708285,736892,11.4,11.2,11.6,225339,217127,233551,15,14.4,15.5,141844,135221,148467,13.1,12.5,13.7,55628,55142,56113,72712,68201,77224,17.5,16.5,18.6
2007,54,WV,West Virginia,302169,294715,309623,17.1,16.7,17.6,88498,85122,91873,23.4,22.5,24.3,56406,53360,59452,20.7,19.6,21.8,37057,36348,37766,29254,27694,30814,28.5,27,30
2007,55,WI,Wisconsin,589168,576154,602181,10.8,10.6,11.1,188528,181185,195870,14.5,14,15.1,120571,114189,126953,12.9,12.2,13.5,50567,50210,50925,59732,56239,63225,17,16,18
2007,56,WY,Wyoming,48149,45436,50863,9.5,8.9,10,15764,14345,17183,12.8,11.6,14,9461,8191,10731,10.8,9.4,12.3,52433,51323,53543,5500,4867,6133,15.6,13.8,17.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Source: U.S. Census Bureau, Small Area Estimates Branch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Internet Release date: December 2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
