00   0 32906511 32262565 33550457 11.7 11.5 11.9 11732684 11403410 12061958 16.3 15.8 16.7  7662294  7387461  7937127 14.8 14.3 15.3  42228  42016  42440 3575879 3383307 3768451 18.6 17.6 19.6 United States                                 US est01US.dat  29OCT2004
01   0   685071   655302   714839 15.7 15.0 16.3   242907   223243   262570 22.1 20.4 23.9   160001   142584   177418 20.1 17.9 22.3  34761  33377  36145   75623   68058   83188 26.1 23.5 28.7 Alabama                                       AL est01US.dat  29OCT2004
02   0    54357    50228    58486  8.7  8.0  9.3    21568    18517    24620 11.5  9.9 13.1    13565    10870    16260 10.0  8.0 12.0  52332  50506  54158    6449    5360    7539 13.5 11.2 15.8 Alaska                                        AK est01US.dat  29OCT2004
04   0   703143   661009   745277 13.2 12.4 14.0   280198   250418   309978 19.0 17.0 21.0   182501   157242   207760 17.8 15.4 20.3  41403  39943  42864   85645   72503   98787 20.4 17.3 23.6 Arizona                                       AZ est01US.dat  29OCT2004
05   0   419048   398520   439576 15.9 15.1 16.7   159142   145554   172730 23.7 21.6 25.7   101607    89693   113521 21.1 18.6 23.6  32864  31396  34331   50750   45459   56041 28.1 25.2 31.1 Arkansas                                      AR est01US.dat  29OCT2004
06   0  4418040  4236931  4599149 12.9 12.4 13.4  1632189  1511576  1752801 17.6 16.3 18.9  1089969   981086  1198852 16.4 14.8 18.0  47064  45895  48233  480211  431608  528814 19.4 17.4 21.3 California                                    CA est01US.dat  29OCT2004
08   0   381718   355917   407520  8.7  8.1  9.2   126103   108835   143371 11.1  9.6 12.6    80209    65254    95164 10.0  8.2 11.9  48483  46980  49985   38892   31696   46088 12.2 10.0 14.5 Colorado                                      CO est01US.dat  29OCT2004
09   0   239721   219587   259855  7.1  6.5  7.7    76836    64003    89669  9.3  7.7 10.8    53350    41956    64744  8.7  6.9 10.6  55060  53292  56827   19671   14835   24508  9.4  7.1 11.7 Connecticut                                   CT est01US.dat  29OCT2004
10   0    66445    61411    71480  8.4  7.8  9.1    22344    19131    25557 11.6  9.9 13.2    14125    11303    16947 10.1  8.1 12.1  47876  46291  49461    7036    5874    8197 13.7 11.4 15.9 Delaware                                      DE est01US.dat  29OCT2004
11   0    97584    91072   104097 17.5 16.4 18.7    29923    26638    33207 27.4 24.4 30.4    20583    17875    23291 27.1 23.5 30.7  41112  39687  42537    8808    7139   10477 27.2 22.0 32.3 District of Columbia                          DC est01US.dat  29OCT2004
12   0  2048082  1955651  2140514 12.6 12.0 13.1   716009   661275   770742 18.8 17.3 20.2   466522   418913   514131 17.1 15.3 18.8  37319  36094  38543  215886  192611  239162 21.3 19.0 23.6 Florida                                       FL est01US.dat  29OCT2004
