,Geographic Information,,,All Ages,,,,,,Age 0-17,,,,,,Age 5-17 in Families,,,,,,Median Household Income,,,Age 0-4,,,,,
2014,18,IN,Indiana,"968,437","950,798",986076,15.2,14.9,15.5,"328,349","318,378",338320,21.2,20.6,21.8,"217,465","209,291",225639,19.3,18.6,20,"49,384","48,906","49,862","103,837","98,555",109119,25.4,24.1,26.7
2014,19,IA,Iowa,"368,678","358,553",378803,12.3,12,12.6,"110,382","104,929",115835,15.5,14.7,16.3,"74,948","69,961",79935,14.5,13.5,15.5,"53,816","53,087","54,545","31,946","29,841",34051,16.7,15.6,17.8
2014,20,KS,Kansas,"381,506","371,806",391206,13.5,13.2,13.8,"125,562","120,243",130881,17.6,16.9,18.3,"83,873","79,397",88349,16.4,15.5,17.3,"52,392","51,712","53,072","38,604","35,853",41355,19.6,18.2,21
2014,21,KY,Kentucky,"812,803","797,212",828394,19,18.6,19.4,"256,368","249,013",263723,25.9,25.2,26.6,"171,281","165,044",177518,24,23.1,24.9,"42,914","42,243","43,585","79,636","75,937",83335,29.7,28.3,31.1
2014,22,LA,Louisiana,"898,902","882,243",915561,19.9,19.5,20.3,"307,469","298,623",316315,28,27.2,28.8,"207,577","200,114",215040,26.3,25.4,27.2,"44,680","43,971","45,389","95,627","91,157",100097,31.6,30.1,33.1
2014,23,ME,Maine,"181,737","175,900",187574,14,13.5,14.5,"47,862","45,193",50531,19,17.9,20.1,"31,873","29,590",34156,17,15.8,18.2,"49,381","48,366","50,396","14,555","13,226",15884,23,20.9,25.1
2014,24,MD,Maryland,"604,762","588,802",620722,10.4,10.1,10.7,"183,531","174,546",192516,13.8,13.1,14.5,"126,829","119,057",134601,13.2,12.4,14,"73,851","73,027","74,675","51,742","47,493",55991,14.3,13.1,15.5
2014,25,MA,Massachusetts,"760,211","743,843",776579,11.7,11.4,12,"209,291","200,777",217805,15.3,14.7,15.9,"143,026","135,555",150497,14.2,13.5,14.9,"69,200","68,303","70,097","61,154","57,232",65076,17.1,16,18.2
2014,26,MI,Michigan,"1,567,465","1,544,878",1590052,16.2,16,16.4,"492,257","482,045",502469,22.6,22.1,23.1,"336,070","327,094",345046,20.8,20.2,21.4,"49,755","49,373","50,137","144,887","140,024",149750,26,25.1,26.9
2014,27,MN,Minnesota,"607,870","594,503",621237,11.4,11.1,11.7,"186,025","178,092",193958,14.8,14.2,15.4,"123,053","116,214",129892,13.5,12.8,14.2,"61,473","61,010","61,936","57,480","53,738",61222,16.8,15.7,17.9
2014,28,MS,Mississippi,"634,960","621,876",648044,21.9,21.4,22.4,"220,885","213,417",228353,30.7,29.7,31.7,"154,129","147,643",160615,29.4,28.2,30.6,"39,738","38,998","40,478","63,695","60,086",67304,33.3,31.4,35.2
2014,29,MO,Missouri,"908,394","890,929",925859,15.5,15.2,15.8,"289,287","279,932",298642,21.3,20.6,22,"192,099","184,094",200104,19.5,18.7,20.3,"48,288","47,734","48,842","89,931","85,139",94723,24.7,23.4,26
2014,30,MT,Montana,"151,915","146,451",157379,15.2,14.7,15.7,"42,150","39,999",44301,19.2,18.2,20.2,"28,508","26,711",30305,18,16.9,19.1,"46,608","45,512","47,704","12,452","11,325",13579,20.8,18.9,22.7
2014,31,NE,Nebraska,"225,054","218,509",231599,12.3,11.9,12.7,"73,270","69,375",77165,16,15.2,16.8,"48,249","45,075",51423,14.7,13.7,15.7,"52,803","52,139","53,467","23,075","20,914",25236,18,16.3,19.7
2014,32,NV,Nevada,"430,447","418,251",442643,15.4,15,15.8,"144,947","138,676",151218,22.2,21.2,23.2,"96,913","91,607",102219,20.2,19.1,21.3,"51,487","50,828","52,146","45,395","42,193",48597,26.3,24.4,28.2
2014,33,NH,New Hampshire,"117,822","112,610",123034,9.2,8.8,9.6,"33,155","30,479",35831,12.6,11.6,13.6,"22,097","19,783",24411,11.1,9.9,12.3,"66,469","65,316","67,622","9,641","8,415",10867,15.2,13.3,17.1
2014,34,NJ,New Jersey,"972,441","954,252",990630,11.1,10.9,11.3,"314,073","303,483",324663,15.8,15.3,16.3,"216,685","207,290",226080,14.8,14.2,15.4,"71,968","71,536","72,400","91,945","86,798",97092,17.6,16.6,18.6
2014,35,NM,New Mexico,"420,388","409,771",431005,20.6,20.1,21.1,"138,918","133,752",144084,28,27,29,"93,819","89,538",98100,26.2,25,27.4,"44,905","44,100","45,710","42,581","39,913",45249,31.5,29.5,33.5
2014,36,NY,New York,"3,082,613","3,046,367",3118859,16,15.8,16.2,"949,253","930,163",968343,22.9,22.4,23.4,"646,557","631,790",661324,21.7,21.2,22.2,"58,771","58,381","59,161","284,767","272,691",296843,24.6,23.6,25.6
2014,37,NC,North Carolina,"1,663,954","1,640,565",1687343,17.2,17,17.4,"544,149","530,093",558205,24.1,23.5,24.7,"373,438","361,052",385824,22.6,21.8,23.4,"46,596","46,219","46,973","161,245","154,616",167874,27.1,26,28.2
2014,38,ND,North Dakota,"79,203","75,164",83242,11.1,10.5,11.7,"22,572","20,816",24328,13.7,12.6,14.8,"14,011","12,593",15429,12.3,11.1,13.5,"60,227","58,786","61,668","7,779","6,781",8777,15.7,13.7,17.7
2014,39,OH,Ohio,"1,778,288","1,755,728",1800848,15.8,15.6,16,"588,618","574,885",602351,22.7,22.2,23.2,"395,792","383,745",407839,20.8,20.2,21.4,"49,349","48,991","49,707","180,249","174,013",186485,26.7,25.8,27.6
2014,40,OK,Oklahoma,"623,162","611,984",634340,16.6,16.3,16.9,"209,022","202,988",215056,22.4,21.8,23,"141,065","135,957",146173,21.1,20.3,21.9,"47,524","47,077","47,971","63,940","60,806",67074,24.8,23.6,26
2014,41,OR,Oregon,"637,156","621,361",652951,16.4,16,16.8,"179,110","171,930",186290,21.3,20.4,22.2,"117,394","111,176",123612,19.3,18.3,20.3,"51,088","50,607","51,569","56,119","52,798",59440,25,23.5,26.5
2014,42,PA,Pennsylvania,"1,679,008","1,656,324",1701692,13.6,13.4,13.8,"510,371","497,968",522774,19.2,18.7,19.7,"345,676","334,721",356631,17.8,17.2,18.4,"53,224","52,810","53,638","152,168","146,131",158205,21.7,20.8,22.6
2014,44,RI,Rhode Island,"149,825","144,246",155404,14.8,14.3,15.3,"44,563","42,149",46977,21.2,20.1,22.3,"29,926","27,885",31967,19.2,17.9,20.5,"54,797","53,523","56,071","13,747","12,527",14967,25.6,23.3,27.9
2014,45,SC,South Carolina,"838,065","822,623",853507,17.9,17.6,18.2,"281,738","272,769",290707,26.4,25.6,27.2,"195,415","187,815",203015,25.1,24.1,26.1,"45,337","44,839","45,835","81,681","77,091",86271,28.7,27.1,30.3
2014,46,SD,South Dakota,"115,906","111,520",120292,14.1,13.6,14.6,"37,836","35,834",39838,18.4,17.4,19.4,"23,496","21,935",25057,16.1,15,17.2,"51,059","50,111","52,007","13,429","12,229",14629,22.7,20.7,24.7
2014,47,TN,Tennessee,"1,165,245","1,145,236",1185254,18.2,17.9,18.5,"380,159","369,180",391138,25.9,25.2,26.6,"260,262","250,713",269811,24.3,23.4,25.2,"44,357","43,810","44,904","113,943","108,558",119328,29.2,27.8,30.6
2014,48,TX,Texas,"4,519,548","4,474,578",4564518,17.2,17,17.4,"1,721,843","1,695,196",1748490,24.5,24.1,24.9,"1,185,167","1,162,199",1208135,23.3,22.8,23.8,"53,067","52,694","53,440","510,649","498,392",522906,26.5,25.9,27.1
2014,49,UT,Utah,"341,587","330,845",352329,11.8,11.4,12.2,"120,155","113,195",127115,13.4,12.6,14.2,"81,347","75,358",87336,12.7,11.8,13.6,"60,943","60,307","61,579","35,687","32,291",39083,14.4,13,15.8
2014,50,VT,Vermont,"72,294","68,859",75729,12,11.4,12.6,"18,374","16,966",19782,15.4,14.2,16.6,"12,473","11,267",13679,14.1,12.7,15.5,"54,153","52,739","55,567","5,157","4,469",5845,17.4,15.1,19.7
2014,51,VA,Virginia,"955,541","936,889",974193,11.8,11.6,12,"292,525","282,366",302684,15.9,15.3,16.5,"199,966","191,248",208684,15,14.3,15.7,"64,923","64,318","65,528","85,189","80,025",90353,16.9,15.9,17.9
2014,53,WA,Washington,"913,463","895,355",931571,13.2,12.9,13.5,"275,662","265,882",285442,17.5,16.9,18.1,"180,464","171,990",188938,16,15.2,16.8,"61,358","60,882","61,834","85,453","80,800",90106,19.6,18.5,20.7
2014,54,WV,West Virginia,"328,734","320,351",337117,18.3,17.8,18.8,"91,659","88,030",95288,25,24,26,"61,365","58,228",64502,23.1,21.9,24.3,"41,030","40,399","41,661","28,483","26,640",30326,28.7,26.8,30.6
2014,55,WI,Wisconsin,"737,307","723,342",751272,13.2,13,13.4,"233,850","226,399",241301,18.4,17.8,19,"155,813","149,525",162101,16.7,16,17.4,"52,632","52,206","53,058","71,850","67,945",75755,21.5,20.3,22.7
2014,56,WY,Wyoming,"63,860","60,264",67456,11.2,10.6,11.8,"18,580","17,090",20070,13.7,12.6,14.8,"11,933","10,692",13174,12.2,10.9,13.5,"58,291","56,701","59,881","5,794","5,043",6545,15.5,13.5,17.5
