00   0 34569951 33912173 35227729 12.1 11.9 12.3 12132645 11795343 12469947 16.7 16.2 17.2  8004514  7722500  8286528 15.3 14.8 15.9  42409  42180  42638 3727193 3530466 3923920 19.0 18.0 20.0 United States                                 US est02US.dat  29OCT2004
37   0  1058423   998305  1118540 12.9 12.1 13.6   360981   331181   390781 17.4 15.9 18.8   231696   207546   255846 15.7 14.1 17.4  38194  36566  39822  118554  101540  135569 20.3 17.4 23.3 North Carolina                                NC est02US.dat  29OCT2004
38   0    68625    63754    73496 11.1 10.3 11.8    20220    17974    22466 13.8 12.3 15.4    12869    10931    14807 11.9 10.1 13.7  36223  34534  37911    6672    5511    7833 18.1 15.0 21.3 North Dakota                                  ND est02US.dat  29OCT2004
39   0  1147950  1080222  1215678 10.2  9.6 10.8   378143   341484   414802 13.5 12.2 14.8   238368   206929   269807 11.7 10.1 13.2  42246  40764  43728  126354  107369  145340 17.3 14.7 19.9 Ohio                                          OH est02US.dat  29OCT2004
40   0   498685   472906   524464 14.5 13.8 15.3   177714   164152   191275 20.3 18.7 21.8   111390   100071   122709 17.8 16.0 19.6  35313  33585  37041   60278   52777   67779 24.8 21.7 27.8 Oklahoma                                      OK est02US.dat  29OCT2004
41   0   396157   371636   420678 11.3 10.6 12.0   127481   114874   140088 15.1 13.6 16.6    83074    72123    94025 13.5 11.7 15.3  41796  40106  43486   38764   32392   45135 17.4 14.6 20.3 Oregon                                        OR est02US.dat  29OCT2004
42   0  1210508  1137293  1283724 10.0  9.4 10.6   393466   359175   427756 14.0 12.7 15.2   268293   238716   297870 12.8 11.4 14.3  42043  40589  43497  111132   94130  128134 15.9 13.5 18.4 Pennsylvania                                  PA est02US.dat  29OCT2004
44   0   116138   108631   123644 11.0 10.3 11.7    39361    35557    43166 16.1 14.6 17.7    26754    23458    30050 14.9 13.1 16.8  43115  41407  44823   11278    9325   13231 18.4 15.2 21.6 Rhode Island                                  RI est02US.dat  29OCT2004
45   0   567660   538178   597142 14.0 13.3 14.7   197513   183033   211992 19.4 18.0 20.8   130602   118756   142448 17.7 16.1 19.3  37442  35705  39179   61636   53374   69898 22.5 19.5 25.5 South Carolina                                SC est02US.dat  29OCT2004
46   0    92341    86533    98150 12.4 11.6 13.2    30997    27828    34166 16.0 14.4 17.6    19318    16671    21965 13.9 12.0 15.8  36966  35274  38658   10464    8715   12212 20.5 17.1 24.0 South Dakota                                  SD est02US.dat  29OCT2004
47   0   779650   736973   822327 13.6 12.9 14.4   256479   236476   276482 18.6 17.1 20.0   162448   146065   178831 16.3 14.7 18.0  37129  35434  38825   86601   75131   98071 23.1 20.0 26.1 Tennessee                                     TN est02US.dat  29OCT2004
48   0  3341247  3206399  3476095 15.4 14.8 16.1  1325620  1245502  1405739 21.3 20.0 22.6   845987   780787   911187 19.4 17.9 20.9  40063  38773  41352  441531  396075  486988 24.8 22.2 27.3 Texas                                         TX est02US.dat  29OCT2004
49   0   224715   207269   242161  9.7  8.9 10.4    80892    69719    92065 10.9  9.4 12.4    48236    39732    56740  9.6  7.9 11.2  46165  44236  48094   29475   22322   36628 12.8  9.7 15.9 Utah                                          UT est02US.dat  29OCT2004
50   0    56993    52749    61237  9.3  8.7 10.0    15481    13617    17345 11.5 10.1 12.8    10154     8531    11777 10.0  8.4 11.6  41962  40188  43735    4350    3471    5229 14.1 11.3 17.0 Vermont                                       VT est02US.dat  29OCT2004
51   0   692127   645229   739026  9.6  8.9 10.2   224014   201061   246966 12.5 11.2 13.8   151219   132311   170127 11.8 10.3 13.3  48224  46359  50089   65331   52363   78299 13.4 10.7 16.0 Virginia                                      VA est02US.dat  29OCT2004
53   0   623019   582334   663704 10.3  9.7 11.0   203354   184103   222606 13.6 12.4 14.9   131890   116005   147775 12.1 10.6 13.5  46399  44631  48167   63207   52432   73983 16.4 13.6 19.2 Washington                                    WA est02US.dat  29OCT2004
54   0   286838   270717   302959 16.1 15.2 17.0    94215    87642   100789 24.3 22.6 26.0    62223    56638    67808 21.9 19.9 23.8  30695  29027  32363   29299   25872   32725 29.0 25.6 32.4 West Virginia                                 WV est02US.dat  29OCT2004
55   0   455846   420954   490738  8.5  7.8  9.1   144428   126885   161971 10.9  9.6 12.2    96739    81881   111597 10.1  8.6 11.7  45377  43639  47116   41389   32488   50290 12.3  9.6 14.9 Wisconsin                                     WI est02US.dat  29OCT2004
56   0    52045    48269    55822 10.6  9.8 11.4    16265    14412    18118 13.5 11.9 15.0    10041     8536    11546 11.2  9.6 12.9  39772  37990  41553    5462    4435    6488 17.8 14.4 21.1 Wyoming                                       WY est02US.dat  29OCT2004
