00   0 34569951 33912173 35227729 12.1 11.9 12.3 12132645 11795343 12469947 16.7 16.2 17.2  8004514  7722500  8286528 15.3 14.8 15.9  42409  42180  42638 3727193 3530466 3923920 19.0 18.0 20.0 United States                                 US est02US.dat  29OCT2004
01   0   679856   646828   712885 15.4 14.7 16.1   238077   221362   254791 21.6 20.0 23.1   156495   142450   170540 19.6 17.8 21.3  35943  34186  37700   76033   66986   85079 25.5 22.5 28.6 Alabama                                       AL est02US.dat  29OCT2004
02   0    58932    54562    63302  9.3  8.6  9.9    21902    19441    24362 11.7 10.4 13.0    14342    12253    16431 10.5  9.0 12.1  51844  49860  53827    6380    5076    7684 13.3 10.6 16.0 Alaska                                        AK est02US.dat  29OCT2004
04   0   746145   700483   791807 13.6 12.8 14.4   302013   275180   328847 20.1 18.3 21.8   197535   175290   219780 18.6 16.5 20.6  40724  39014  42434   94589   79767  109411 22.4 18.9 25.9 Arizona                                       AZ est02US.dat  29OCT2004
05   0   435986   413109   458863 16.3 15.5 17.2   159180   147164   171196 23.3 21.6 25.1   100511    90447   110575 20.4 18.4 22.4  32819  31135  34502   54361   47627   61094 29.4 25.8 33.0 Arkansas                                      AR est02US.dat  29OCT2004
06   0  4646661  4459058  4834265 13.3 12.8 13.9  1795674  1688257  1903092 19.2 18.0 20.3  1235108  1144445  1325771 18.4 17.1 19.8  47323  46067  48578  501845  445885  557805 19.8 17.6 22.0 California                                    CA est02US.dat  29OCT2004
08   0   426822   396954   456689  9.5  8.9 10.2   135233   118933   151533 11.8 10.3 13.2    91405    77858   104952 11.2  9.5 12.8  48060  46326  49795   38431   29463   47399 11.9  9.1 14.7 Colorado                                      CO est02US.dat  29OCT2004
09   0   267357   244662   290052  7.8  7.2  8.5    83942    72730    95155 10.1  8.7 11.4    58214    48580    67848  9.5  7.9 11.1  54543  52517  56569   22620   16937   28304 10.7  8.0 13.4 Connecticut                                   CT est02US.dat  29OCT2004
10   0    74526    69004    80049  9.3  8.6 10.0    24472    21843    27101 12.4 11.1 13.7    15925    13760    18090 11.3  9.7 12.8  48096  46170  50023    7691    6222    9160 14.4 11.6 17.1 Delaware                                      DE est02US.dat  29OCT2004
11   0    95179    88534   101824 17.2 16.0 18.4    33357    30276    36438 31.3 28.4 34.1    21767    19385    24149 29.8 26.5 33.1  40617  38865  42369   10580    8714   12446 32.3 26.6 38.0 District of Columbia                          DC est02US.dat  29OCT2004
12   0  2137435  2035530  2239339 12.8 12.2 13.4   689303   639261   739345 17.7 16.4 19.0   461273   420439   502107 16.5 15.0 17.9  38226  36956  39495  206679  178924  234434 19.8 17.1 22.4 Florida                                       FL est02US.dat  29OCT2004
13   0  1107209  1036343  1178075 13.0 12.2 13.9   407585   372080   443089 17.8 16.2 19.3   267401   239136   295666 16.6 14.8 18.4  42359  40549  44169  128835  107930  149741 19.5 16.4 22.7 Georgia                                       GA est02US.dat  29OCT2004
15   0   134683   126296   143070 11.0 10.3 11.6    42078    38109    46046 14.3 13.0 15.7    27134    23996    30272 13.3 11.8 14.8  47424  45062  49786   13053   10617   15489 15.6 12.7 18.5 Hawaii                                        HI est02US.dat  29OCT2004
16   0   156519   146860   166178 11.7 11.0 12.4    54964    49680    60249 14.9 13.5 16.3    33780    29426    38134 12.8 11.2 14.5  38242  36530  39953   19172   16178   22166 19.3 16.3 22.3 Idaho                                         ID est02US.dat  29OCT2004
17   0  1411869  1325875  1497863 11.3 10.7 12.0   494208   452290   536127 15.3 14.0 16.6   317920   285812   350028 13.8 12.4 15.2  44946  43228  46664  161558  134807  188310 18.2 15.2 21.2 Illinois                                      IL est02US.dat  29OCT2004
18   0   585247   544946   625549  9.6  9.0 10.3   189829   168600   211058 11.9 10.6 13.2   120125   102332   137918 10.5  8.9 12.0  41973  40338  43608   61481   49885   73077 14.5 11.7 17.2 Indiana                                       IN est02US.dat  29OCT2004
19   0   262013   243122   280903  9.1  8.4  9.7    75288    66465    84111 10.9  9.6 12.2    47585    40150    55020  9.5  8.0 11.0  41052  39341  42764   23852   19094   28611 13.2 10.5 15.8 Iowa                                          IA est02US.dat  29OCT2004
20   0   265673   248358   282988 10.0  9.3 10.6    84181    75247    93115 12.1 10.8 13.4    52453    45076    59830 10.5  9.0 11.9  42104  40410  43798   28767   23813   33721 15.5 12.8 18.1 Kansas                                        KS est02US.dat  29OCT2004
21   0   596255   566245   626265 14.8 14.1 15.5   208030   193736   222324 21.1 19.7 22.6   133588   121875   145301 19.0 17.4 20.7  35875  34132  37619   67907   59749   76064 25.6 22.5 28.7 Kentucky                                      KY est02US.dat  29OCT2004
22   0   797255   758734   835776 18.1 17.3 19.0   313731   292309   335154 26.6 24.8 28.4   201846   183852   219840 23.9 21.8 26.1  33536  31824  35249  103916   92270  115563 32.1 28.5 35.7 Louisiana                                     LA est02US.dat  29OCT2004
23   0   140902   131043   150760 11.0 10.2 11.7    40270    35956    44585 14.2 12.7 15.7    26308    22515    30101 12.6 10.7 14.4  37963  36299  39628   12122    9988   14257 18.2 15.0 21.5 Maine                                         ME est02US.dat  29OCT2004
24   0   445430   408023   482836  8.3  7.6  9.0   135285   115956   154614 10.1  8.6 11.5    96049    80093   112005  9.8  8.2 11.5  53866  51780  55952   33993   23521   44464  9.6  6.7 12.6 Maryland                                      MD est02US.dat  29OCT2004
25   0   568962   524041   613882  9.0  8.3  9.7   172433   150500   194366 11.6 10.1 13.0   123193   103812   142574 11.4  9.6 13.2  51085  49202  52967   43702   33154   54250 11.0  8.3 13.6 Massachusetts                                 MA est02US.dat  29OCT2004
26   0  1080996  1019875  1142116 10.9 10.3 11.5   358843   328500   389186 14.2 13.0 15.4   241419   215842   266996 13.1 11.7 14.5  44315  42693  45936  102872   87239  118505 16.0 13.5 18.4 Michigan                                      MI est02US.dat  29OCT2004
27   0   371109   337822   404396  7.5  6.8  8.1   109810    93798   125823  8.8  7.5 10.1    75193    61681    88705  8.2  6.8  9.7  50157  47949  52366   29084   20659   37509  9.0  6.4 11.6 Minnesota                                     MN est02US.dat  29OCT2004
28   0   531561   506743   556378 18.9 18.0 19.7   206914   192936   220891 27.2 25.4 29.0   134767   122949   146585 24.5 22.4 26.7  31434  29705  33163   67373   59935   74812 32.1 28.6 35.7 Mississippi                                   MS est02US.dat  29OCT2004
29   0   630617   591082   670153 11.3 10.6 12.0   220473   202213   238732 15.7 14.4 17.0   142882   127736   158028 14.0 12.6 15.5  40309  38438  42180   69736   59566   79906 18.7 16.0 21.4 Missouri                                      MO est02US.dat  29OCT2004
30   0   126154   118721   133588 14.0 13.2 14.9    40738    37256    44220 19.2 17.6 20.8    25691    22759    28623 16.7 14.8 18.6  34105  32345  35864   13181   11330   15031 25.5 21.9 29.0 Montana                                       MT est02US.dat  29OCT2004
31   0   169922   158265   181578 10.0  9.3 10.6    53919    48053    59785 12.3 11.0 13.7    33583    28831    38335 10.8  9.3 12.4  41130  39343  42917   18090   14677   21503 15.1 12.3 18.0 Nebraska                                      NE est02US.dat  29OCT2004
32   0   223839   207365   240313 10.1  9.4 10.9    80964    72175    89753 14.1 12.5 15.6    52387    44874    59900 12.9 11.0 14.7  44560  42839  46280   25067   20463   29672 15.5 12.6 18.3 Nevada                                        NV est02US.dat  29OCT2004
33   0    79467    70879    88055  6.3  5.6  6.9    20254    16089    24419  6.6  5.3  8.0    14071    10497    17645  6.2  4.6  7.7  51550  49429  53671    4991    2998    6985  6.8  4.1  9.5 New Hampshire                                 NH est02US.dat  29OCT2004
34   0   707808   656605   759010  8.3  7.7  8.9   220320   193865   246774 10.4  9.1 11.6   151781   128643   174919  9.9  8.4 11.4  54932  53059  56805   60167   46758   73576 10.6  8.3 13.0 New Jersey                                    NJ est02US.dat  29OCT2004
35   0   327444   311714   343174 17.7 16.9 18.6   126361   117491   135232 25.2 23.5 27.0    82281    74787    89775 23.1 21.0 25.2  34827  33105  36549   40213   35524   44902 30.4 26.9 34.0 New Mexico                                    NM est02US.dat  29OCT2004
36   0  2611154  2504832  2717475 13.9 13.3 14.4   906387   852547   960228 20.2 19.0 21.4   609201   563292   655110 19.0 17.6 20.4  42765  41447  44083  267074  239098  295049 22.3 19.9 24.6 New York                                      NY est02US.dat  29OCT2004
