Year,State FIPS,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
2005,13,GA,Georgia,1271409,1248158,1294660,14.5,14.2,14.7,470425,455772,485077,20.3,19.6,20.9,304220,291783,316657,18.7,17.9,19.4,45564,45141,45987,156874,149415,164332,23.1,22,24.2
2005,15,HI,Hawaii,121756,116646,126866,9.9,9.5,10.3,36870,33836,39904,12.5,11.5,13.6,23729,21286,26172,11.7,10.5,12.9,56133,54631,57634,11405,9808,13002,12.8,11,14.6
2005,16,ID,Idaho,186454,180470,192438,13.4,13,13.9,62934,59594,66274,17.2,16.3,18.1,39106,36286,41926,15,14,16.1,41269,40513,42024,21806,20193,23420,21,19.5,22.6
2005,17,IL,Illinois,1484992,1458942,1511042,12,11.8,12.2,524897,509022,540772,16.5,16,17,341763,329036,354490,14.9,14.4,15.5,50270,49940,50601,172082,162933,181232,19.4,18.4,20.4
2005,18,IN,Indiana,736632,720269,752995,12.2,11.9,12.4,258976,249110,268841,16.6,15.9,17.2,166214,157600,174828,14.7,13.9,15.4,44051,43569,44532,84394,79840,88948,20.1,19,21.2
2005,19,IA,Iowa,308713,300673,316753,10.8,10.5,11.1,91700,87023,96376,13.9,13.2,14.7,57449,53412,61486,12.1,11.2,12.9,43610,43114,44107,30954,28789,33120,17.4,16.2,18.6
2005,20,KS,Kansas,310666,302026,319305,11.7,11.4,12,100253,95207,105298,15.2,14.4,16,60203,56130,64276,12.8,11.9,13.6,42861,42188,43534,36789,33937,39641,20,18.5,21.6
2005,21,KY,Kentucky,684138,671445,696830,16.9,16.6,17.2,220222,213036,227407,23,22.2,23.7,146404,140394,152414,21.3,20.4,22.1,37377,36915,37838,68859,65157,72561,25.9,24.5,27.3
2005,22,LA,Louisiana,882641,865485,899798,20.2,19.8,20.6,329036,318743,339329,29.2,28.3,30.1,220555,211644,229466,27.5,26.4,28.7,36547,35997,37097,102712,97975,107448,32.3,30.8,33.8
2005,23,ME,Maine,157180,152088,162272,12.3,11.9,12.7,44682,42179,47186,16.7,15.7,17.6,28864,26762,30966,14.5,13.5,15.6,42648,41806,43490,13162,11901,14424,20,18.1,21.9
2005,24,MD,Maryland,453850,437834,469865,8.3,8.1,8.6,149712,140823,158600,10.9,10.2,11.5,98407,90832,105982,9.9,9.1,10.7,61546,60981,62110,45464,41274,49655,12.2,11,13.3
2005,25,MA,Massachusetts,632745,617741,647748,10.3,10,10.5,193177,184704,201649,13.5,12.9,14.1,129183,122061,136305,12.5,11.8,13.2,57176,56531,57820,58176,53566,62786,14.8,13.7,16
2005,26,MI,Michigan,1292315,1271715,1312916,13.1,12.9,13.4,454296,441008,467585,18.3,17.8,18.9,308636,296704,320568,16.9,16.3,17.6,46072,45639,46505,131480,125650,137310,20.5,19.6,21.5
2005,27,MN,Minnesota,455660,443734,467585,9.2,8.9,9.4,139709,133325,146093,11.6,11.1,12.1,87697,82485,92909,10.1,9.5,10.7,52048,51691,52406,45612,42318,48906,13.8,12.8,14.8
2005,28,MS,Mississippi,591549,580591,602508,21,20.6,21.4,221246,214448,228044,30.2,29.3,31.1,148662,142886,154438,28.6,27.5,29.7,33090,32508,33673,69557,66262,72851,33.3,31.8,34.9
2005,29,MO,Missouri,760759,744635,776884,13.6,13.3,13.9,262608,253271,271944,19.5,18.8,20.2,170436,162635,178237,17.6,16.8,18.4,41946,41595,42297,83529,78728,88329,22.6,21.3,23.9
2005,30,MT,Montana,132226,127787,136664,14.6,14.1,15.1,40453,38292,42615,20.2,19.1,21.3,26584,24806,28362,18.2,17,19.4,38503,37623,39384,12518,11421,13614,23.8,21.7,25.8
2005,31,NE,Nebraska,186436,180624,192247,11,10.6,11.3,62489,59478,65500,14.7,14,15.4,38637,36096,41178,12.9,12.1,13.8,43675,42978,44373,21564,19982,23147,17.7,16.4,19
2005,32,NV,Nevada,263522,254075,272970,11.1,10.7,11.5,92648,87125,98171,15.4,14.5,16.3,58687,54270,63104,13.6,12.6,14.6,49288,48498,50077,31154,28108,34200,18.7,16.8,20.5
2005,33,NH,New Hampshire,96389,91540,101238,7.6,7.2,8,28179,25635,30723,9.5,8.6,10.3,17856,15684,20028,8,7,8.9,56557,55689,57425,8786,7524,10048,12.3,10.5,14
2005,34,NJ,New Jersey,738104,717779,758430,8.7,8.4,8.9,249393,238406,260381,11.7,11.2,12.2,165069,156062,174076,10.6,10.1,11.2,61694,61190,62198,77060,71156,82965,13.4,12.4,14.4
2005,35,NM,New Mexico,345231,337115,353347,18.4,17.9,18.8,124352,119828,128877,26,25,26.9,82630,78815,86445,24,22.9,25.1,37603,36915,38291,39040,36818,41261,29.8,28.1,31.5
2005,36,NY,New York,2584485,2549481,2619489,13.9,13.7,14.1,875086,854707,895464,19.7,19.2,20.1,594230,576850,611610,18.6,18,19.1,49365,48953,49776,261354,250760,271948,21.4,20.5,22.3
2005,37,NC,North Carolina,1247292,1226979,1267606,14.9,14.6,15.1,438050,424478,451622,20.8,20.2,21.5,287894,275873,299915,19.3,18.5,20.1,40781,40467,41096,138820,132671,144968,23.3,22.2,24.3
2005,38,ND,North Dakota,70588,67759,73416,11.6,11.2,12.1,19349,17994,20705,14.5,13.5,15.5,11872,10754,12990,12.3,11.1,13.5,40818,40163,41472,6817,6141,7493,18.9,17,20.8
2005,39,OH,Ohio,1442421,1418607,1466234,13,12.8,13.2,501341,488011,514671,18.5,18,19,322771,311367,334175,16.3,15.8,16.9,43547,43214,43880,163836,156880,170792,22.7,21.7,23.7
2005,40,OK,Oklahoma,562026,550553,573500,16.4,16.1,16.8,192561,186110,199011,23,22.3,23.8,120814,115557,126071,20.6,19.7,21.4,37020,36484,37557,65812,62403,69221,27.4,25.9,28.8
2005,41,OR,Oregon,497318,485320,509316,14.1,13.7,14.4,154649,148229,161069,18.8,18,19.5,99462,93949,104975,16.6,15.7,17.5,43065,42514,43616,49010,45843,52177,22.4,20.9,23.8
2005,42,PA,Pennsylvania,1416884,1394181,1439586,11.9,11.7,12.1,457751,445155,470348,16.6,16.1,17.1,305450,294602,316298,15.1,14.5,15.6,44545,44163,44927,138376,132425,144327,19.4,18.6,20.2
2005,44,RI,Rhode Island,122481,117678,127283,11.9,11.4,12.4,42395,39787,45003,17.6,16.5,18.7,28272,26064,30480,16,14.8,17.3,50415,49310,51519,13141,11889,14392,20.5,18.6,22.5
2005,45,SC,South Carolina,641485,628970,654001,15.6,15.3,15.9,228168,220747,235588,22.6,21.9,23.3,150806,144771,156841,20.8,20,21.6,39477,38897,40057,72187,68182,76192,26,24.5,27.4
2005,46,SD,South Dakota,100756,97232,104279,13.6,13.1,14,33422,31417,35426,18.3,17.2,19.4,20442,18792,22092,15.7,14.4,16.9,40096,39305,40887,12183,11146,13219,24,22,26.1
2005,47,TN,Tennessee,904143,885853,922432,15.6,15.3,15.9,296203,286135,306271,21.8,21,22.5,194253,185981,202525,20,19.1,20.8,38947,38483,39410,94642,89349,99936,24.8,23.4,26.2
2005,48,TX,Texas,3886632,3842555,3930709,17.5,17.3,17.7,1537475,1510457,1564494,24.7,24.3,25.1,983654,960042,1007266,22.6,22.1,23.2,42165,41921,42410,525225,511210,539239,28.5,27.7,29.2
2005,49,UT,Utah,254761,246010,263511,10.5,10.2,10.9,85446,80310,90581,11.7,11,12.4,51517,47354,55680,10.4,9.5,11.2,48155,47326,48984,31569,28686,34453,13.5,12.3,14.8
2005,50,VT,Vermont,62748,59877,65618,10.4,10,10.9,16690,15262,18119,12.8,11.7,13.9,10753,9531,11975,11,9.8,12.3,45695,44717,46672,4735,4113,5358,15.1,13.1,17.1
2005,51,VA,Virginia,728858,712679,745037,10,9.7,10.2,237858,228478,247238,13.3,12.7,13.8,153431,146190,160672,12,11.4,12.6,54207,53694,54721,77372,71863,82880,15.3,14.2,16.3
2005,53,WA,Washington,732049,716615,747483,12,11.7,12.2,224621,215923,233318,15.5,14.9,16.1,145368,138146,152590,13.8,13.1,14.5,49372,48769,49975,69850,65526,74174,18.2,17,19.3
2005,54,WV,West Virginia,317957,309757,326157,18,17.6,18.5,94901,91280,98522,25.5,24.5,26.4,64238,61220,67256,23.7,22.6,24.8,33466,32736,34196,28241,26504,29978,28.7,26.9,30.4
2005,55,WI,Wisconsin,547648,535963,559333,10.2,10,10.4,177768,170771,184766,14,13.4,14.6,114754,108850,120658,12.4,11.7,13,47141,46758,47525,57071,53541,60602,17,16,18.1
2005,56,WY,Wyoming,52275,49759,54791,10.6,10.1,11.1,15169,13951,16386,13.6,12.6,14.7,9129,8112,10146,11.4,10.2,12.7,45501,44349,46653,5481,4872,6090,17.9,15.9,19.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Source: U.S. Census Bureau, Small Area Estimates Branch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Internet Release date: January 2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
