Year,State FIPS,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
2010,13,GA,Georgia,"1,698,004","1,670,505","1,725,503",18,17.7,18.3,"613,581","600,100","627,062",25,24.5,25.5,"406,975","395,681","418,269",23,22.4,23.6,"46,252","45,792","46,712","197,978","190,997","204,959",29.4,28.4,30.4
2010,15,HI,Hawaii,"146,923","140,582","153,264",11.1,10.6,11.6,"43,595","40,209","46,981",14.7,13.6,15.8,"27,307","24,374","30,240",13,11.6,14.4,"62,774","61,500","64,048","14,535","12,873","16,197",17.1,15.1,19.1
2010,16,ID,Idaho,"244,009","236,574","251,444",15.8,15.3,16.3,"83,752","79,791","87,713",19.8,18.9,20.7,"51,930","48,574","55,286",17.2,16.1,18.3,"43,259","42,380","44,138","30,059","27,951","32,167",25.1,23.3,26.9
2010,17,IL,Illinois,"1,732,129","1,707,831","1,756,427",13.8,13.6,14,"599,714","585,217","614,211",19.4,18.9,19.9,"408,636","395,855","421,417",18.1,17.5,18.7,"52,967","52,541","53,393","181,600","174,555","188,645",22.1,21.2,23
2010,18,IN,Indiana,"960,402","942,495","978,309",15.3,15,15.6,"340,700","330,138","351,262",21.6,20.9,22.3,"224,269","214,987","233,551",19.6,18.8,20.4,"44,616","44,178","45,054","107,909","102,827","112,991",25.4,24.2,26.6
2010,19,IA,Iowa,"368,965","358,787","379,143",12.5,12.2,12.8,"115,731","110,103","121,359",16.2,15.4,17,"72,763","67,783","77,743",14.2,13.2,15.2,"48,031","47,421","48,641","39,502","36,745","42,259",20,18.6,21.4
2010,20,KS,Kansas,"374,677","364,111","385,243",13.5,13.1,13.9,"129,009","122,672","135,346",18.1,17.2,19,"81,077","75,631","86,523",15.9,14.8,17,"47,888","47,096","48,680","44,653","41,582","47,724",22.1,20.6,23.6
2010,21,KY,Kentucky,"796,208","781,996","810,420",18.9,18.6,19.2,"261,696","253,671","269,721",26.1,25.3,26.9,"171,016","164,346","177,686",23.7,22.8,24.6,"40,089","39,605","40,573","85,526","81,231","89,821",31.1,29.5,32.7
2010,22,LA,Louisiana,"831,512","816,150","846,874",18.8,18.5,19.1,"302,056","292,729","311,383",27.4,26.6,28.2,"197,278","189,030","205,526",25,24,26,"42,510","41,852","43,168","101,442","97,102","105,782",32.9,31.5,34.3
2010,23,ME,Maine,"169,076","163,712","174,440",13.1,12.7,13.5,"48,734","45,782","51,686",18.2,17.1,19.3,"31,620","29,034","34,206",15.8,14.5,17.1,"45,882","45,042","46,722","15,752","14,364","17,140",23.5,21.4,25.6
2010,24,MD,Maryland,"559,937","545,242","574,632",9.9,9.6,10.2,"174,469","166,013","182,925",13.1,12.5,13.7,"113,786","106,642","120,930",11.8,11.1,12.5,"68,933","68,100","69,766","55,882","51,594","60,170",15.6,14.4,16.8
2010,25,MA,Massachusetts,"724,845","708,843","740,847",11.4,11.1,11.7,"201,703","193,194","210,212",14.4,13.8,15,"132,074","124,969","139,179",12.8,12.1,13.5,"62,133","61,734","62,532","63,114","58,750","67,478",17.4,16.2,18.6
2010,26,MI,Michigan,"1,614,110","1,591,644","1,636,576",16.7,16.5,16.9,"537,003","524,201","549,805",23.4,22.8,24,"360,763","349,617","371,909",21.2,20.5,21.9,"45,354","45,052","45,656","164,207","158,142","170,272",28.2,27.2,29.2
2010,27,MN,Minnesota,"595,485","583,230","607,740",11.5,11.3,11.7,"189,999","182,563","197,435",15,14.4,15.6,"124,031","117,459","130,603",13.6,12.9,14.3,"55,422","54,978","55,866","59,780","56,238","63,322",17.1,16.1,18.1
2010,28,MS,Mississippi,"644,156","629,743","658,569",22.4,21.9,22.9,"240,782","232,859","248,705",32.4,31.3,33.5,"160,282","153,313","167,251",30.2,28.9,31.5,"36,992","36,390","37,594","77,993","74,484","81,502",37.5,35.8,39.2
2010,29,MO,Missouri,"888,471","872,312","904,630",15.3,15,15.6,"293,856","284,167","303,545",21,20.3,21.7,"186,633","178,336","194,930",18.5,17.7,19.3,"44,306","43,819","44,793","100,603","95,787","105,419",26.5,25.2,27.8
2010,30,MT,Montana,"146,257","140,628","151,886",15.2,14.6,15.8,"46,183","43,543","48,823",21.1,19.9,22.3,"29,085","26,726","31,444",18.7,17.2,20.2,"42,303","41,341","43,265","15,720","14,501","16,939",25.7,23.7,27.7
2010,31,NE,Nebraska,"224,530","216,981","232,079",12.6,12.2,13,"77,895","73,532","82,258",17.3,16.3,18.3,"49,230","45,294","53,166",15.5,14.3,16.7,"48,415","47,608","49,222","26,193","24,037","28,349",20.3,18.6,22
2010,32,NV,Nevada,"393,605","380,753","406,457",14.8,14.3,15.3,"139,981","132,945","147,017",21.3,20.2,22.4,"89,928","83,702","96,154",19.2,17.9,20.5,"50,987","50,262","51,712","46,954","43,865","50,043",25.6,23.9,27.3
2010,33,NH,New Hampshire,"110,096","104,548","115,644",8.6,8.2,9,"30,481","27,601","33,361",10.8,9.8,11.8,"19,067","16,551","21,583",9,7.8,10.2,"60,917","59,946","61,888","10,138","8,895","11,381",14.8,13,16.6
2010,34,NJ,New Jersey,"883,643","865,040","902,246",10.2,10,10.4,"292,455","281,736","303,174",14.3,13.8,14.8,"196,338","187,443","205,233",13.1,12.5,13.7,"67,719","67,011","68,427","89,521","84,089","94,953",16.8,15.8,17.8
2010,35,NM,New Mexico,"400,779","389,376","412,182",19.8,19.2,20.4,"145,779","139,740","151,818",28.5,27.3,29.7,"98,187","92,895","103,479",26.7,25.3,28.1,"42,186","41,505","42,867","45,529","42,920","48,138",32,30.2,33.8
2010,36,NY,New York,"2,840,564","2,806,009","2,875,119",15,14.8,15.2,"912,004","893,606","930,402",21.5,21.1,21.9,"621,649","605,530","637,768",20,19.5,20.5,"54,047","53,677","54,417","275,636","266,722","284,550",24.4,23.6,25.2
2010,37,NC,North Carolina,"1,618,597","1,596,260","1,640,934",17.4,17.2,17.6,"554,191","540,569","567,813",24.6,24,25.2,"366,148","354,108","378,188",22.6,21.9,23.3,"43,417","43,053","43,781","178,823","172,350","185,296",28.7,27.7,29.7
2010,38,ND,North Dakota,"81,176","77,653","84,699",12.5,12,13,"23,330","21,613","25,047",15.7,14.5,16.9,"14,149","12,660","15,638",13.7,12.3,15.1,"48,878","47,689","50,067","8,507","7,645","9,369",19.3,17.3,21.3
2010,39,OH,Ohio,"1,771,404","1,746,640","1,796,168",15.8,15.6,16,"619,354","604,905","633,803",23.1,22.6,23.6,"407,567","394,584","420,550",20.8,20.1,21.5,"45,151","44,860","45,442","199,674","192,989","206,359",28.3,27.4,29.2
2010,40,OK,Oklahoma,"613,067","601,462","624,672",16.8,16.5,17.1,"223,349","215,772","230,926",24.4,23.6,25.2,"146,681","139,934","153,428",22.5,21.5,23.5,"42,076","41,680","42,472","72,594","69,050","76,138",28,26.6,29.4
2010,41,OR,Oregon,"596,649","584,161","609,137",15.8,15.5,16.1,"184,511","178,153","190,869",21.7,21,22.4,"119,412","113,929","124,895",19.5,18.6,20.4,"46,536","46,018","47,054","59,278","56,093","62,463",25.4,24,26.8
2010,42,PA,Pennsylvania,"1,645,097","1,623,338","1,666,856",13.4,13.2,13.6,"518,779","505,091","532,467",18.9,18.4,19.4,"352,865","340,693","365,037",17.5,16.9,18.1,"49,245","48,824","49,666","155,365","148,894","161,836",21.7,20.8,22.6
2010,44,RI,Rhode Island,"143,132","137,475","148,789",14.1,13.5,14.7,"44,041","41,340","46,742",19.9,18.7,21.1,"29,074","26,666","31,482",17.7,16.2,19.2,"52,053","51,032","53,074","14,107","12,882","15,332",25.1,22.9,27.3
2010,45,SC,South Carolina,"813,939","798,358","829,520",18.1,17.8,18.4,"276,637","266,962","286,312",26,25.1,26.9,"180,286","171,758","188,814",23.6,22.5,24.7,"42,117","41,702","42,532","92,708","88,252","97,164",31.2,29.7,32.7
2010,46,SD,South Dakota,"114,798","110,248","119,348",14.6,14,15.2,"38,736","36,262","41,210",19.4,18.2,20.6,"23,779","21,637","25,921",17.1,15.6,18.6,"45,861","44,856","46,866","13,793","12,604","14,982",23.5,21.5,25.5
2010,47,TN,Tennessee,"1,102,643","1,082,798","1,122,488",17.8,17.5,18.1,"380,591","368,554","392,628",25.9,25.1,26.7,"253,241","242,837","263,645",23.9,22.9,24.9,"41,461","41,068","41,854","120,569","114,736","126,402",30.1,28.6,31.6
2010,48,TX,Texas,"4,411,273","4,369,830","4,452,716",17.9,17.7,18.1,"1,746,564","1,720,072","1,773,056",25.7,25.3,26.1,"1,177,868","1,155,791","1,199,945",24.2,23.7,24.7,"48,622","48,281","48,963","547,186","533,154","561,218",28.8,28.1,29.5
2010,49,UT,Utah,"362,689","352,107","373,271",13.3,12.9,13.7,"137,407","130,952","143,862",15.9,15.2,16.6,"89,067","83,469","94,665",14.9,14,15.8,"54,740","54,150","55,330","45,802","42,491","49,113",17.6,16.3,18.9
2010,50,VT,Vermont,"74,720","71,172","78,268",12.4,11.8,13,"20,036","18,373","21,699",15.9,14.6,17.2,"12,762","11,254","14,270",13.6,12,15.2,"49,393","48,253","50,533","6,282","5,570","6,994",20.1,17.8,22.4
2010,51,VA,Virginia,"865,746","848,523","882,969",11.1,10.9,11.3,"266,606","257,069","276,143",14.6,14.1,15.1,"172,606","164,452","180,760",13.1,12.5,13.7,"60,665","60,222","61,108","88,699","83,490","93,908",17.7,16.7,18.7
2010,53,WA,Washington,"890,251","871,019","909,483",13.5,13.2,13.8,"283,993","273,947","294,039",18.2,17.6,18.8,"179,829","171,359","188,299",16.1,15.3,16.9,"55,584","55,058","56,110","95,040","89,869","100,211",22.1,20.9,23.3
2010,54,WV,West Virginia,"327,459","318,847","336,071",18.2,17.7,18.7,"96,683","92,408","100,958",25.7,24.6,26.8,"63,739","60,033","67,445",23.4,22,24.8,"38,241","37,435","39,047","30,906","28,891","32,921",30.4,28.4,32.4
2010,55,WI,Wisconsin,"731,564","717,890","745,238",13.2,13,13.4,"248,924","240,710","257,138",19,18.4,19.6,"162,223","155,265","169,181",17,16.3,17.7,"48,974","48,492","49,456","80,637","76,447","84,827",23,21.8,24.2
2010,56,WY,Wyoming,"62,636","59,142","66,130",11.4,10.8,12,"19,861","18,160","21,562",14.9,13.6,16.2,"11,942","10,517","13,367",12.8,11.3,14.3,"53,757","52,440","55,074","7,389","6,482","8,296",18.6,16.3,20.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Source: U.S. Census Bureau, Small Area Estimates Branch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Internet Release date: November 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
